| appname | description | site | download | version |
| exfat/exfatattrib | Set or display exFAT file attributes | https://github.com/relan/exfat | oci://ghcr.io/pkgforge/bincache/exfat/nixpkgs/exfatattrib:1.4.0-riscv64-linux | 1.4.0 |
| exfat/exfatlabel | Get or Set an exFAT file system label | https://github.com/relan/exfat | oci://ghcr.io/pkgforge/bincache/exfat/nixpkgs/exfatlabel:1.4.0-riscv64-linux | 1.4.0 |
| exfat/exfatfsck | Check an exFAT file system (alias=fsck.exfat) | https://github.com/relan/exfat | oci://ghcr.io/pkgforge/bincache/exfat/nixpkgs/exfatfsck:1.4.0-riscv64-linux | 1.4.0 |
| exfatprogs/exfat2img | Userspace utilities for creating and fixing and debugging exFAT filesystem | https://github.com/exfatprogs/exfatprogs | oci://ghcr.io/pkgforge/bincache/exfatprogs/nixpkgs/exfat2img:1.2.9-riscv64-linux | 1.2.9 |
| exfatprogs/exfatlabel | Userspace utilities for creating and fixing and debugging exFAT filesystem | https://github.com/exfatprogs/exfatprogs | oci://ghcr.io/pkgforge/bincache/exfatprogs/nixpkgs/exfatlabel:1.2.9-riscv64-linux | 1.2.9 |
| exfat/fsck | Check an exFAT file system (alias=exfatfsck) | https://github.com/relan/exfat | oci://ghcr.io/pkgforge/bincache/exfat/nixpkgs/fsck.exfat:1.4.0-riscv64-linux | 1.4.0 |
| flac/flac | Encode/Decode the FLAC lossless audio file format | https://github.com/xiph/flac | oci://ghcr.io/pkgforge/bincache/flac/nixpkgs/flac:1.5.0-riscv64-linux | 1.5.0 |
| fdupes | Tool to identify or delete duplicate files | https://github.com/adrianlopezroche/fdupes | oci://ghcr.io/pkgforge/bincache/fdupes/nixpkgs/fdupes:2.4.0-riscv64-linux | 2.4.0 |
| faad | Open source MPEG-4 and MPEG-2 AAC decoder | https://github.com/knik0/faad2 | oci://ghcr.io/pkgforge/bincache/faad2/nixpkgs/faad:2.11.2-riscv64-linux | 2.11.2 |
| e2fsprogs/fsck | Check a Linux ext4 file system [e2fsprogs] | https://github.com/tytso/e2fsprogs | oci://ghcr.io/pkgforge/bincache/e2fsprogs/nixpkgs/fsck.ext4:1.47.2-riscv64-linux | 1.47.2 |
| e2fsprogs/filefrag | Report on file fragmentation [e2fsprogs] | https://github.com/tytso/e2fsprogs | oci://ghcr.io/pkgforge/bincache/e2fsprogs/nixpkgs/filefrag:1.47.2-riscv64-linux | 1.47.2 |
| e2fsprogs/fsck | Check a Linux ext3 file system [e2fsprogs] | https://github.com/tytso/e2fsprogs | oci://ghcr.io/pkgforge/bincache/e2fsprogs/nixpkgs/fsck.ext3:1.47.2-riscv64-linux | 1.47.2 |
| faac | Open source MPEG-4 and MPEG-2 AAC encoder | https://github.com/knik0/faac | oci://ghcr.io/pkgforge/bincache/faac/nixpkgs/faac:1.30-riscv64-linux | 1.30 |
| e2fsprogs/fsck | Check a Linux ext2 file system [e2fsprogs] | https://github.com/tytso/e2fsprogs | oci://ghcr.io/pkgforge/bincache/e2fsprogs/nixpkgs/fsck.ext2:1.47.2-riscv64-linux | 1.47.2 |
| exfatprogs/fsck | Userspace utilities for creating and fixing and debugging exFAT filesystem | https://github.com/exfatprogs/exfatprogs | oci://ghcr.io/pkgforge/bincache/exfatprogs/nixpkgs/fsck.exfat:1.2.9-riscv64-linux | 1.2.9 |
| findutils/find | Search for files in a directory hierarchy | https://savannah.gnu.org/git/?group=findutils | oci://ghcr.io/pkgforge/bincache/findutils/nixpkgs/find:4.10.0-riscv64-linux | 4.10.0 |
| fuse-overlayfs | FUSE implementation for overlayfs | https://github.com/containers/fuse-overlayfs | oci://ghcr.io/pkgforge/bincache/fuse-overlayfs/official/fuse-overlayfs:v1.15-riscv64-linux | v1.15 |
| socat/filan | Prints information about files/file descriptors meant for debugging socat [soact] | https://repo.or.cz/socat.git | oci://ghcr.io/pkgforge/bincache/socat/nixpkgs/filan:1.8.0.3-riscv64-linux | 1.8.0.3 |
| fuse/fusermount | A program to mount and unmount FUSE filesystems [fuse] | https://github.com/libfuse/libfuse | oci://ghcr.io/pkgforge/bincache/fuse/nixpkgs/fusermount:2.9.9-riscv64-linux | 2.9.9 |
| fuse3/fusermount3 | A program to mount and unmount FUSE filesystems [fuse3] | https://github.com/libfuse/libfuse | oci://ghcr.io/pkgforge/bincache/fuse3/nixpkgs/fusermount3:3.16.2-riscv64-linux | 3.16.2 |
| psmisc/fuser | Identify processes using files or sockets [psmisc] | https://gitlab.com/psmisc/psmisc | oci://ghcr.io/pkgforge/bincache/psmisc/nixpkgs/fuser:23.7-riscv64-linux | 23.7 |
| util-linux/fadvise | Utility to use the posix_fadvise system call [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/fadvise:2.41-riscv64-linux | 2.41 |
| util-linux/fsck | Check the consistency of a Minix filesystem [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/fsck.minix:2.41-riscv64-linux | 2.41 |
| procps/free | Display amount of free and used memory in the system [procps] | https://gitlab.com/procps-ng/procps | oci://ghcr.io/pkgforge/bincache/procps/nixpkgs/free:4.0.4-riscv64-linux | 4.0.4 |
| util-linux/fincore | Count pages of file contents in core [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/fincore:2.41-riscv64-linux | 2.41 |
| util-linux/fstrim | Discard/trim unused blocks on a filesystem [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/fstrim:2.41-riscv64-linux | 2.41 |
| util-linux/fsck | Check and repair a compressed ROM filesystem [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/fsck.cramfs:2.41-riscv64-linux | 2.41 |
| util-linux/fsck | Perform a file system check and repair [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/fsck:2.41-riscv64-linux | 2.41 |
| util-linux/findmnt | Find a (mounted) filesystem: list or search mounted filesystems [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/findmnt:2.41-riscv64-linux | 2.41 |
| util-linux/fsfreeze | Suspend access to a filesystem [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/fsfreeze:2.41-riscv64-linux | 2.41 |
| util-linux/flock | Utilize serialization using file locks [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/flock:2.41-riscv64-linux | 2.41 |
| util-linux/findfs | Find a filesystem by label or UUID [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/findfs:2.41-riscv64-linux | 2.41 |
| libcap-ng/filecap | See file-based capabilities [libcap-ng] | https://github.com/stevegrubb/libcap-ng | oci://ghcr.io/pkgforge/bincache/libcap-ng/nixpkgs/filecap:0.8.5-riscv64-linux | 0.8.5 |
| util-linux/fdisk | Manipulate partition table [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/fdisk:2.41-riscv64-linux | 2.41 |
| util-linux/fallocate | Preallocate space to, or deallocate space from a file [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/fallocate:2.41-riscv64-linux | 2.41 |
| gawk | A powerful text-processing tool for pattern scanning and performing actions on matched lines [alias=awk] | https://git.savannah.gnu.org/cgit/gawk.git | oci://ghcr.io/pkgforge/bincache/gawk/nixpkgs/gawk:5.3.25.3.25.3.2-riscv64-linux | 5.3.25.3.25.3.2 |
| v2ray-core/geoip | A proxy server for bypassing network restrictions | https://github.com/v2fly/v2ray-core | oci://ghcr.io/pkgforge/bincache/v2ray-core/official/geoip.dat:v5.32.0-riscv64-linux | v5.32.0 |
| v2ray-core/geosite | A proxy server for bypassing network restrictions | https://github.com/v2fly/v2ray-core | oci://ghcr.io/pkgforge/bincache/v2ray-core/official/geosite.dat:v5.32.0-riscv64-linux | v5.32.0 |
| util-linux/getopt | Parse command options [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/getopt:2.41-riscv64-linux | 2.41 |
| xray-core/geoip | The best v2ray-core, with XTLS support | https://github.com/XTLS/Xray-core | oci://ghcr.io/pkgforge/bincache/xray-core/official/geoip.dat:v25.6.8-riscv64-linux | v25.6.8 |
| xray-core/geosite | The best v2ray-core, with XTLS support | https://github.com/XTLS/Xray-core | oci://ghcr.io/pkgforge/bincache/xray-core/official/geosite.dat:v25.6.8-riscv64-linux | v25.6.8 |
| squashfs-tools-ng/gensquashfs | Generate squashfs images [squashfs-tools-ng] | https://github.com/AgentD/squashfs-tools-ng | oci://ghcr.io/pkgforge/bincache/squashfs-tools-ng/nixpkgs/gensquashfs:1.3.2-riscv64-linux | 1.3.2 |
| libcap/getcap | Display the capabilities on the queried file(s) [libcap] | https://git.kernel.org/pub/scm/libs/libcap/libcap.git | oci://ghcr.io/pkgforge/bincache/libcap/nixpkgs/getcap:2.75-riscv64-linux | 2.75 |
| libcap/getpcaps | Display process capabilities [libcap] | https://git.kernel.org/pub/scm/libs/libcap/libcap.git | oci://ghcr.io/pkgforge/bincache/libcap/nixpkgs/getpcaps:2.75-riscv64-linux | 2.75 |
| gettext/gettext | Retrieve text string from message database [gettext] | https://git.savannah.gnu.org/gitweb/?p=gettext.git | oci://ghcr.io/pkgforge/bincache/gettext/nixpkgs/gettext:0.22.5-riscv64-linux | 0.22.5 |
| gettext/gettext | Gettext as a shell function library [gettext] | https://git.savannah.gnu.org/gitweb/?p=gettext.git | oci://ghcr.io/pkgforge/bincache/gettext/nixpkgs/gettext.sh:0.22.5-riscv64-linux | 0.22.5 |
| gitea | A painless self-hosted Git service | https://github.com/go-gitea/gitea | oci://ghcr.io/pkgforge/bincache/gitea/official/gitea:v1.24.0-riscv64-linux | v1.24.0 |
| bintools/gprof | Displays profiling information [bintools] | https://sourceware.org/git/gitweb.cgi?p=binutils-gdb.git | oci://ghcr.io/pkgforge/bincache/bintools/nixpkgs/gprof:2.44-riscv64-linux | 2.44 |
| gettext/gettextize | Prepares a source package to use gettext [gettext] | https://git.savannah.gnu.org/gitweb/?p=gettext.git | oci://ghcr.io/pkgforge/bincache/gettext/nixpkgs/gettextize:0.22.5-riscv64-linux | 0.22.5 |
| binutils/gprof | Displays profiling information [binutils] | https://sourceware.org/git/gitweb.cgi?p=binutils-gdb.git | oci://ghcr.io/pkgforge/bincache/binutils/nixpkgs/gprof:2.44-riscv64-linux | 2.44 |
| git-lfs | Git extension for versioning large files | https://github.com/git-lfs/git-lfs | oci://ghcr.io/pkgforge/bincache/git-lfs/official/git-lfs:v3.6.1-riscv64-linux | v3.6.1 |
| gzip/gunzip | Decompresses files, removing extensions like .gz, .z, .tgz, and .taz [gzip] | https://git.savannah.gnu.org/cgit/gzip.git | oci://ghcr.io/pkgforge/bincache/gzip/nixpkgs/gunzip:1.14-riscv64-linux | 1.14 |
| gzip/gzip | Compress/Decompress files files to & from .gz format [gzip] | https://git.savannah.gnu.org/cgit/gzip.git | oci://ghcr.io/pkgforge/bincache/gzip/nixpkgs/gzip:1.14-riscv64-linux | 1.14 |
| gzip/gzexe | Compress executable files and makes them self-extracting [gzip] | https://git.savannah.gnu.org/cgit/gzip.git | oci://ghcr.io/pkgforge/bincache/gzip/nixpkgs/gzexe:1.14-riscv64-linux | 1.14 |
| iproute2/ifstat | Handy utility to read network interface statistics [iproute2] | https://github.com/iproute2/iproute2 | oci://ghcr.io/pkgforge/bincache/iproute2/nixpkgs/ifstat:6.14.0-riscv64-linux | 6.14.0 |
| interception-tools/intercept | Redirect device input events to stdout [interception-tools] | https://gitlab.com/interception/linux/tools | oci://ghcr.io/pkgforge/bincache/interception-tools/nixpkgs/intercept:0.6.8-riscv64-linux | 0.6.8 |
| iotop-c/iotop | A top-like utility for checking I/O load | https://github.com/Tomas-M/iotop | oci://ghcr.io/pkgforge/bincache/iotop-c/nixpkgs/iotop:1.30-riscv64-linux | 1.30 |
| iotop-c/iotop-c | A top-like utility for checking I/O load | https://github.com/Tomas-M/iotop | oci://ghcr.io/pkgforge/bincache/iotop-c/nixpkgs/iotop-c:1.30-riscv64-linux | 1.30 |
| util-linux/ipcs | Show information on IPC facilities [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/ipcs:2.41-riscv64-linux | 2.41 |
| iperf3/iperf | A TCP, UDP, and SCTP network bandwidth measurement tool | https://github.com/esnet/iperf | oci://ghcr.io/pkgforge/bincache/iperf3/nixpkgs/iperf:3.19-riscv64-linux | 3.19 |
| iperf3/iperf | A tool for network performance measurement and tuning | https://github.com/userdocs/iperf3-static | oci://ghcr.io/pkgforge/bincache/iperf3/userdocs/iperf:3.19-riscv64-linux | 3.19 |
| net-tools/ifconfig | Configure a network interface | https://git.code.sf.net/p/net-tools/code | oci://ghcr.io/pkgforge/bincache/net-tools/nixpkgs/ifconfig:2.10-riscv64-linux | 2.10 |
| net-tools/hostname | Show/Set the system's host name | https://git.code.sf.net/p/net-tools/code | oci://ghcr.io/pkgforge/bincache/net-tools/nixpkgs/hostname:2.10-riscv64-linux | 2.10 |
| util-linux/ionice | Show or change the I/O-scheduling class and priority of a process [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/ionice:2.41-riscv64-linux | 2.41 |
| util-linux/hardlink | Consolidate duplicate files using hardlinks [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/hardlink:2.41-riscv64-linux | 2.41 |
| iperf3/iperf3 | A TCP, UDP, and SCTP network bandwidth measurement tool | https://github.com/esnet/iperf | oci://ghcr.io/pkgforge/bincache/iperf3/nixpkgs/iperf3:3.19-riscv64-linux | 3.19 |
| util-linux/ipcmk | Create various IPC resources [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/ipcmk:2.41-riscv64-linux | 2.41 |
| iperf3/iperf3 | A tool for network performance measurement and tuning | https://github.com/userdocs/iperf3-static | oci://ghcr.io/pkgforge/bincache/iperf3/userdocs/iperf3:3.19-riscv64-linux | 3.19 |
| kmod/insmod | Insert a module into the Linux Kernel [kmod] | https://github.com/kmod-project/kmod | oci://ghcr.io/pkgforge/bincache/kmod/nixpkgs/insmod:31-riscv64-linux | 31 |
| util-linux/ipcrm | Remove certain IPC resources [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/ipcrm:2.41-riscv64-linux | 2.41 |
| iproute2/ip | Show/Manipulate routing, network devices, interfaces and tunnels [iproute2] | https://github.com/iproute2/iproute2 | oci://ghcr.io/pkgforge/bincache/iproute2/nixpkgs/ip:6.14.0-riscv64-linux | 6.14.0 |
| util-linux/hexdump | Display file contents in hexadecimal, decimal, octal, or ASCII [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/hexdump:2.41-riscv64-linux | 2.41 |
| util-linux/hwclock | Time clocks utility [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/hwclock:2.41-riscv64-linux | 2.41 |
| iproute2/genl | Generic netlink utility frontend [iproute2] | https://github.com/iproute2/iproute2 | oci://ghcr.io/pkgforge/bincache/iproute2/nixpkgs/genl:6.14.0-riscv64-linux | 6.14.0 |
| e2fsprogs/mkfs | Create an ext2 file system [e2fsprogs] | https://github.com/tytso/e2fsprogs | oci://ghcr.io/pkgforge/bincache/e2fsprogs/nixpkgs/mkfs.ext2:1.47.2-riscv64-linux | 1.47.2 |
| jq | Lightweight and flexible command-line JSON processor | https://github.com/jqlang/jq | oci://ghcr.io/pkgforge/bincache/jq/official/stable/jq:jq-1.8.0-riscv64-linux | jq-1.8.0 |
| make | GNU Make build tool to compile programs | https://git.savannah.gnu.org/cgit/make.git | oci://ghcr.io/pkgforge/bincache/make/nixpkgs/make:4.4.1-riscv64-linux | 4.4.1 |
| mjpegtools/jpeg2yuv | Convert jpeg images to the yuv format [mjpegtools] | https://svn.code.sf.net/p/mjpeg/Code/ | oci://ghcr.io/pkgforge/bincache/mjpegtools/nixpkgs/jpeg2yuv:2.2.1-riscv64-linux | 2.2.1 |
| mjpegtools/lav2mpeg | Easy conversion of lav files to mpeg [mjpegtools] | https://svn.code.sf.net/p/mjpeg/Code/ | oci://ghcr.io/pkgforge/bincache/mjpegtools/nixpkgs/lav2mpeg:2.2.1-riscv64-linux | 2.2.1 |
| mjpegtools/lav2wav | Extract the audio out of MJPEG container files to stdout [mjpegtools] | https://svn.code.sf.net/p/mjpeg/Code/ | oci://ghcr.io/pkgforge/bincache/mjpegtools/nixpkgs/lav2wav:2.2.1-riscv64-linux | 2.2.1 |
| mjpegtools/lavaddwav | Add WAV audio to MJPEG video files [mjpegtools] | https://svn.code.sf.net/p/mjpeg/Code/ | oci://ghcr.io/pkgforge/bincache/mjpegtools/nixpkgs/lavaddwav:2.2.1-riscv64-linux | 2.2.1 |
| mjpegtools/lavinfo | Display information about MJPEG video files [mjpegtools] | https://svn.code.sf.net/p/mjpeg/Code/ | oci://ghcr.io/pkgforge/bincache/mjpegtools/nixpkgs/lavinfo:2.2.1-riscv64-linux | 2.2.1 |
| mjpegtools/lavpipe | Create raw YUV streams from pipe list scripts [mjpegtools] | https://svn.code.sf.net/p/mjpeg/Code/ | oci://ghcr.io/pkgforge/bincache/mjpegtools/nixpkgs/lavpipe:2.2.1-riscv64-linux | 2.2.1 |
| mjpegtools/lavtrans | Convert MJPEG videos to other MJPEG video formats [mjpegtools] | https://svn.code.sf.net/p/mjpeg/Code/ | oci://ghcr.io/pkgforge/bincache/mjpegtools/nixpkgs/lavtrans:2.2.1-riscv64-linux | 2.2.1 |
| mjpegtools/mp2enc | Simple MPEG-1 layer-II audio encoder [mjpegtools] | https://svn.code.sf.net/p/mjpeg/Code/ | oci://ghcr.io/pkgforge/bincache/mjpegtools/nixpkgs/mp2enc:2.2.1-riscv64-linux | 2.2.1 |
| mjpegtools/mpeg2enc | MPEG-1/2 encoder [mjpegtools] | https://svn.code.sf.net/p/mjpeg/Code/ | oci://ghcr.io/pkgforge/bincache/mjpegtools/nixpkgs/mpeg2enc:2.2.1-riscv64-linux | 2.2.1 |
| gettext/msguniq | Unify duplicate translations in message catalog [gettext] | https://git.savannah.gnu.org/gitweb/?p=gettext.git | oci://ghcr.io/pkgforge/bincache/gettext/nixpkgs/msguniq:0.22.5-riscv64-linux | 0.22.5 |
| mjpegtools/mpegtranscode | Suite of programs for processing MPEG or MJPEG video | https://svn.code.sf.net/p/mjpeg/Code/ | oci://ghcr.io/pkgforge/bincache/mjpegtools/nixpkgs/mpegtranscode:2.2.1-riscv64-linux | 2.2.1 |
| mjpegtools/mplex | MPEG 1/2 program/system stream multiplexer [mjpegtools] | https://svn.code.sf.net/p/mjpeg/Code/ | oci://ghcr.io/pkgforge/bincache/mjpegtools/nixpkgs/mplex:2.2.1-riscv64-linux | 2.2.1 |
| gettext/msgunfmt | Convert binary message catalog to Uniforum style .po file [gettext] | https://git.savannah.gnu.org/gitweb/?p=gettext.git | oci://ghcr.io/pkgforge/bincache/gettext/nixpkgs/msgunfmt:0.22.5-riscv64-linux | 0.22.5 |
| e2fsprogs/mkfs | Create an ext3 file system [e2fsprogs] | https://github.com/tytso/e2fsprogs | oci://ghcr.io/pkgforge/bincache/e2fsprogs/nixpkgs/mkfs.ext3:1.47.2-riscv64-linux | 1.47.2 |
| e2fsprogs/mke2fs | Create an ext2/ext3/ext4 file system [e2fsprogs] | https://github.com/tytso/e2fsprogs | oci://ghcr.io/pkgforge/bincache/e2fsprogs/nixpkgs/mke2fs:1.47.2-riscv64-linux | 1.47.2 |
| e2fsprogs/mk_cmds | Convert a table of command names and help messages into a C source file [e2fsprogs] | https://github.com/tytso/e2fsprogs | oci://ghcr.io/pkgforge/bincache/e2fsprogs/nixpkgs/mk_cmds:1.47.2-riscv64-linux | 1.47.2 |
| e2fsprogs/mkfs | Create an ext4 file system [e2fsprogs] | https://github.com/tytso/e2fsprogs | oci://ghcr.io/pkgforge/bincache/e2fsprogs/nixpkgs/mkfs.ext4:1.47.2-riscv64-linux | 1.47.2 |
| gettext/msgmerge | Merge message catalog and template [gettext] | https://git.savannah.gnu.org/gitweb/?p=gettext.git | oci://ghcr.io/pkgforge/bincache/gettext/nixpkgs/msgmerge:0.22.5-riscv64-linux | 0.22.5 |
| e2fsprogs/lsattr | List ext2/ext3/ext4 file attributes [e2fsprogs] | https://github.com/tytso/e2fsprogs | oci://ghcr.io/pkgforge/bincache/e2fsprogs/nixpkgs/lsattr:1.47.2-riscv64-linux | 1.47.2 |
| gettext/msginit | Initialize a message catalog [gettext] | https://git.savannah.gnu.org/gitweb/?p=gettext.git | oci://ghcr.io/pkgforge/bincache/gettext/nixpkgs/msginit:0.22.5-riscv64-linux | 0.22.5 |
| gettext/msggrep | Extracts all messages of a translation catalog based on a pattern or belonging to some source files [gettext] | https://git.savannah.gnu.org/gitweb/?p=gettext.git | oci://ghcr.io/pkgforge/bincache/gettext/nixpkgs/msggrep:0.22.5-riscv64-linux | 0.22.5 |
| gettext/msgfmt | Generate binary message catalog from textual translation description [gettext] | https://git.savannah.gnu.org/gitweb/?p=gettext.git | oci://ghcr.io/pkgforge/bincache/gettext/nixpkgs/msgfmt:0.22.5-riscv64-linux | 0.22.5 |
| gettext/msgfilter | Apply a filter to all translations of a translation catalog [gettext] | https://git.savannah.gnu.org/gitweb/?p=gettext.git | oci://ghcr.io/pkgforge/bincache/gettext/nixpkgs/msgfilter:0.22.5-riscv64-linux | 0.22.5 |
| gettext/msgen | Create an English translation catalog [gettext] | https://git.savannah.gnu.org/gitweb/?p=gettext.git | oci://ghcr.io/pkgforge/bincache/gettext/nixpkgs/msgen:0.22.5-riscv64-linux | 0.22.5 |
| e2fsprogs/logsave | Save the output of a command in a logfile [e2fsprogs] | https://github.com/tytso/e2fsprogs | oci://ghcr.io/pkgforge/bincache/e2fsprogs/nixpkgs/logsave:1.47.2-riscv64-linux | 1.47.2 |
| dos2unix/mac2unix | MAC to Unix and vice versa text file format (line endings) converter [dos2unix] | https://dos2unix.sourceforge.io | oci://ghcr.io/pkgforge/bincache/dos2unix/nixpkgs/mac2unix:7.5.2-riscv64-linux | 7.5.2 |
| mjpegtools/lav2yuv | Convert a MJPEG file to raw yuv [mjpegtools] | https://svn.code.sf.net/p/mjpeg/Code/ | oci://ghcr.io/pkgforge/bincache/mjpegtools/nixpkgs/lav2yuv:2.2.1-riscv64-linux | 2.2.1 |
| mawk | Fast Interpreter for the AWK Programming Language | https://github.com/ThomasDickey/mawk-snapshots | oci://ghcr.io/pkgforge/bincache/mawk/nixpkgs/mawk:1.3.4-20240819-riscv64-linux | 1.3.4-20240819 |
| gettext/msgconv | Convert a translation catalog to a different character encoding [gettext] | https://git.savannah.gnu.org/gitweb/?p=gettext.git | oci://ghcr.io/pkgforge/bincache/gettext/nixpkgs/msgconv:0.22.5-riscv64-linux | 0.22.5 |
| gettext/msgcmp | Compare message catalog and template [gettext] | https://git.savannah.gnu.org/gitweb/?p=gettext.git | oci://ghcr.io/pkgforge/bincache/gettext/nixpkgs/msgcmp:0.22.5-riscv64-linux | 0.22.5 |
| lsof | List Information about Files Opened by Processes | https://github.com/lsof-org/lsof | oci://ghcr.io/pkgforge/bincache/lsof/nixpkgs/lsof:4.99.4-riscv64-linux | 4.99.4 |
| gettext/msgcat | Concatenate and merge the specified PO files [gettext] | https://git.savannah.gnu.org/gitweb/?p=gettext.git | oci://ghcr.io/pkgforge/bincache/gettext/nixpkgs/msgcat:0.22.5-riscv64-linux | 0.22.5 |
| iproute2/lnstat | Unified linux network interface/route statistics [iproute2] | https://github.com/iproute2/iproute2 | oci://ghcr.io/pkgforge/bincache/iproute2/nixpkgs/lnstat:6.14.0-riscv64-linux | 6.14.0 |
| gettext/msgattrib | Filter messages of a translation catalog according to their attributes & manipulate them [gettext] | https://git.savannah.gnu.org/gitweb/?p=gettext.git | oci://ghcr.io/pkgforge/bincache/gettext/nixpkgs/msgattrib:0.22.5-riscv64-linux | 0.22.5 |
| loksh | Linux port of OpenBSDs Korn Shell (ksh) | https://github.com/dimkr/loksh | oci://ghcr.io/pkgforge/bincache/loksh/nixpkgs/loksh:7.7-riscv64-linux | 7.7 |
| binutils/ld | The GNU linker with BFD libraries [binutils] | https://sourceware.org/git/gitweb.cgi?p=binutils-gdb.git | oci://ghcr.io/pkgforge/bincache/binutils/nixpkgs/ld.bfd:2.44-riscv64-linux | 2.44 |
| gettext/msgexec | Apply a command to all translations of a translation catalog [gettext] | https://git.savannah.gnu.org/gitweb/?p=gettext.git | oci://ghcr.io/pkgforge/bincache/gettext/nixpkgs/msgexec:0.22.5-riscv64-linux | 0.22.5 |
| gettext/msgcomm | Find messages which are common to two or more of the specified PO files [gettext] | https://git.savannah.gnu.org/gitweb/?p=gettext.git | oci://ghcr.io/pkgforge/bincache/gettext/nixpkgs/msgcomm:0.22.5-riscv64-linux | 0.22.5 |
| fuse3/mount | Configuration and mount options for FUSE file systems [fuse3] | https://github.com/libfuse/libfuse | oci://ghcr.io/pkgforge/bincache/fuse3/nixpkgs/mount.fuse3:3.16.2-riscv64-linux | 3.16.2 |
| libtree | Tree ldd with an option to bundle dependencies into a single folder | https://github.com/haampie/libtree | oci://ghcr.io/pkgforge/bincache/libtree/nixpkgs/libtree:3.1.1-riscv64-linux | 3.1.1 |
| fuse/mount | Configuration and mount options for FUSE file systems [fuse] | https://github.com/libfuse/libfuse | oci://ghcr.io/pkgforge/bincache/fuse/nixpkgs/mount.fuse:2.9.9-riscv64-linux | 2.9.9 |
| flac/metaflac | Encode/Decode the FLAC lossless audio file format | https://github.com/xiph/flac | oci://ghcr.io/pkgforge/bincache/flac/nixpkgs/metaflac:1.5.0-riscv64-linux | 1.5.0 |
| exfat/mount | Mount an exFAT file system (alias=mount.exfat-fuse) | https://github.com/relan/exfat | oci://ghcr.io/pkgforge/bincache/exfat/nixpkgs/mount.exfat:1.4.0-riscv64-linux | 1.4.0 |
| exfat/mount | Mount an exFAT file system (alias=mount.exfat) | https://github.com/relan/exfat | oci://ghcr.io/pkgforge/bincache/exfat/nixpkgs/mount.exfat-fuse:1.4.0-riscv64-linux | 1.4.0 |
| findutils/locate | List files in databases that match a pattern | https://savannah.gnu.org/git/?group=findutils | oci://ghcr.io/pkgforge/bincache/findutils/nixpkgs/locate:4.10.0-riscv64-linux | 4.10.0 |
| bintools/ld | The GNU linker [bintools] | https://sourceware.org/git/gitweb.cgi?p=binutils-gdb.git | oci://ghcr.io/pkgforge/bincache/bintools/nixpkgs/ld:2.44-riscv64-linux | 2.44 |
| binutils/ld | The GNU linker [binutils] | https://sourceware.org/git/gitweb.cgi?p=binutils-gdb.git | oci://ghcr.io/pkgforge/bincache/binutils/nixpkgs/ld:2.44-riscv64-linux | 2.44 |
| kmod/modinfo | Show information about a Linux Kernel module [kmod] | https://github.com/kmod-project/kmod | oci://ghcr.io/pkgforge/bincache/kmod/nixpkgs/modinfo:31-riscv64-linux | 31 |
| exfatprogs/mkfs | Userspace utilities for creating and fixing and debugging exFAT filesystem | https://github.com/exfatprogs/exfatprogs | oci://ghcr.io/pkgforge/bincache/exfatprogs/nixpkgs/mkfs.exfat:1.2.9-riscv64-linux | 1.2.9 |
